folder,inner_folder,method,R,triplet-score
37-taxon,estimated-genetrees/1X-800-500,RD, 5,3917
37-taxon,estimated-genetrees/1X-800-500,MP, 5,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 5,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 6,7767
37-taxon,estimated-genetrees/1X-800-500,RAND, 6,5357
37-taxon,estimated-genetrees/1X-800-500,RD, 6,3917
37-taxon,estimated-genetrees/1X-800-500,MP, 6,7767
37-taxon,estimated-genetrees/1X-800-500,MV, 6,7767
37-taxon,estimated-genetrees/1X-800-500,OG, 7,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 7,5336
37-taxon,estimated-genetrees/1X-800-500,RD, 7,5336
37-taxon,estimated-genetrees/1X-800-500,MP, 7,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 7,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 8,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 8,5357
37-taxon,estimated-genetrees/1X-800-500,RD, 8,3920
37-taxon,estimated-genetrees/1X-800-500,MP, 8,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 8,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 9,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 9,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 9,3896
37-taxon,estimated-genetrees/1X-800-500,MP, 9,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 9,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 10,7767
37-taxon,estimated-genetrees/1X-800-500,RAND, 10,5333
37-taxon,estimated-genetrees/1X-800-500,RD, 10,5333
37-taxon,estimated-genetrees/1X-800-500,MP, 10,7767
37-taxon,estimated-genetrees/1X-800-500,MV, 10,7767
37-taxon,estimated-genetrees/1X-800-500,OG, 11,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 11,5357
37-taxon,estimated-genetrees/1X-800-500,RD, 11,5357
37-taxon,estimated-genetrees/1X-800-500,MP, 11,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 11,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 12,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 12,5336
37-taxon,estimated-genetrees/1X-800-500,RD, 12,3908
37-taxon,estimated-genetrees/1X-800-500,MP, 12,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 12,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 13,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 13,5357
37-taxon,estimated-genetrees/1X-800-500,RD, 13,5360
37-taxon,estimated-genetrees/1X-800-500,MP, 13,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 13,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 14,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 14,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 14,3905
37-taxon,estimated-genetrees/1X-800-500,MP, 14,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 14,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 15,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 15,5336
37-taxon,estimated-genetrees/1X-800-500,RD, 15,5336
37-taxon,estimated-genetrees/1X-800-500,MP, 15,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 15,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 16,7767
37-taxon,estimated-genetrees/1X-800-500,RAND, 16,5333
37-taxon,estimated-genetrees/1X-800-500,RD, 16,5345
37-taxon,estimated-genetrees/1X-800-500,MP, 16,7767
37-taxon,estimated-genetrees/1X-800-500,MV, 16,7767
37-taxon,estimated-genetrees/1X-800-500,OG, 17,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 17,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 17,3905
37-taxon,estimated-genetrees/1X-800-500,MP, 17,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 17,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 18,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 18,5336
37-taxon,estimated-genetrees/1X-800-500,RD, 18,3905
37-taxon,estimated-genetrees/1X-800-500,MP, 18,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 18,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 19,7770
37-taxon,estimated-genetrees/1X-800-500,RAND, 19,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 19,5336
37-taxon,estimated-genetrees/1X-800-500,MP, 19,7770
37-taxon,estimated-genetrees/1X-800-500,MV, 19,7770
37-taxon,estimated-genetrees/1X-800-500,OG, 20,7762
37-taxon,estimated-genetrees/1X-800-500,RAND, 20,5360
37-taxon,estimated-genetrees/1X-800-500,RD, 20,5345
37-taxon,estimated-genetrees/1X-800-500,MP, 20,7762
37-taxon,estimated-genetrees/1X-800-500,MV, 20,7762
37-taxon,estimated-genetrees/1X-800-1000,OG, 1,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 1,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 1,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 1,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 1,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 2,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 2,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 2,5360
37-taxon,estimated-genetrees/1X-800-1000,MP, 2,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 2,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 3,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 3,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 3,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 3,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 3,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 4,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 4,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 4,3917
37-taxon,estimated-genetrees/1X-800-1000,MP, 4,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 4,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 5,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 5,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 5,5336
37-taxon,estimated-genetrees/1X-800-1000,MP, 5,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 5,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 6,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 6,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 6,3896
37-taxon,estimated-genetrees/1X-800-1000,MP, 6,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 6,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 7,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 7,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 7,3896
37-taxon,estimated-genetrees/1X-800-1000,MP, 7,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 7,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 8,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 8,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 8,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 8,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 8,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 9,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 9,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 9,3917
37-taxon,estimated-genetrees/1X-800-1000,MP, 9,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 9,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 10,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 10,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 10,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 10,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 10,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 11,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 11,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 11,5360
37-taxon,estimated-genetrees/1X-800-1000,MP, 11,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 11,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 12,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 12,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 12,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 12,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 12,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 13,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 13,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 13,3893
37-taxon,estimated-genetrees/1X-800-1000,MP, 13,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 13,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 14,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 14,5357
37-taxon,estimated-genetrees/1X-800-1000,RD, 14,5357
37-taxon,estimated-genetrees/1X-800-1000,MP, 14,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 14,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 15,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 15,5357
37-taxon,estimated-genetrees/1X-800-1000,RD, 15,3893
37-taxon,estimated-genetrees/1X-800-1000,MP, 15,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 15,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 16,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 16,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 16,3905
37-taxon,estimated-genetrees/1X-800-1000,MP, 16,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 16,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 17,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 17,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 17,3908
37-taxon,estimated-genetrees/1X-800-1000,MP, 17,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 17,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 18,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 18,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 18,3905
37-taxon,estimated-genetrees/1X-800-1000,MP, 18,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 18,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 19,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 19,5336
37-taxon,estimated-genetrees/1X-800-1000,RD, 19,5360
37-taxon,estimated-genetrees/1X-800-1000,MP, 19,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 19,7770
37-taxon,estimated-genetrees/1X-800-1000,OG, 20,7770
37-taxon,estimated-genetrees/1X-800-1000,RAND, 20,5360
37-taxon,estimated-genetrees/1X-800-1000,RD, 20,3920
37-taxon,estimated-genetrees/1X-800-1000,MP, 20,7770
37-taxon,estimated-genetrees/1X-800-1000,MV, 20,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 1,7767
37-taxon,estimated-genetrees/2X-200-500,RAND, 1,5333
37-taxon,estimated-genetrees/2X-200-500,RD, 1,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 1,7767
37-taxon,estimated-genetrees/2X-200-500,MV, 1,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 2,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 2,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 2,5360
37-taxon,estimated-genetrees/2X-200-500,MP, 2,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 2,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 3,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 3,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 3,5336
37-taxon,estimated-genetrees/2X-200-500,MP, 3,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 3,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 4,7767
37-taxon,estimated-genetrees/2X-200-500,RAND, 4,5357
37-taxon,estimated-genetrees/2X-200-500,RD, 4,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 4,7767
37-taxon,estimated-genetrees/2X-200-500,MV, 4,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 5,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 5,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 5,5312
37-taxon,estimated-genetrees/2X-200-500,MP, 5,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 5,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 6,7767
37-taxon,estimated-genetrees/2X-200-500,RAND, 6,5357
37-taxon,estimated-genetrees/2X-200-500,RD, 6,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 6,7767
37-taxon,estimated-genetrees/2X-200-500,MV, 6,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 7,7762
37-taxon,estimated-genetrees/2X-200-500,RAND, 7,5352
37-taxon,estimated-genetrees/2X-200-500,RD, 7,5336
37-taxon,estimated-genetrees/2X-200-500,MP, 7,7762
37-taxon,estimated-genetrees/2X-200-500,MV, 7,7762
37-taxon,estimated-genetrees/2X-200-500,OG, 8,7762
37-taxon,estimated-genetrees/2X-200-500,RAND, 8,5336
37-taxon,estimated-genetrees/2X-200-500,RD, 8,5360
37-taxon,estimated-genetrees/2X-200-500,MP, 8,7762
37-taxon,estimated-genetrees/2X-200-500,MV, 8,7762
37-taxon,estimated-genetrees/2X-200-500,OG, 9,7759
37-taxon,estimated-genetrees/2X-200-500,RAND, 9,5333
37-taxon,estimated-genetrees/2X-200-500,RD, 9,5357
37-taxon,estimated-genetrees/2X-200-500,MP, 9,7759
37-taxon,estimated-genetrees/2X-200-500,MV, 9,7759
37-taxon,estimated-genetrees/2X-200-500,OG, 10,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 10,5336
37-taxon,estimated-genetrees/2X-200-500,RD, 10,5360
37-taxon,estimated-genetrees/2X-200-500,MP, 10,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 10,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 11,7704
37-taxon,estimated-genetrees/2X-200-500,RAND, 11,5338
37-taxon,estimated-genetrees/2X-200-500,RD, 11,5362
37-taxon,estimated-genetrees/2X-200-500,MP, 11,7704
37-taxon,estimated-genetrees/2X-200-500,MV, 11,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 12,7704
37-taxon,estimated-genetrees/2X-200-500,RAND, 12,5362
37-taxon,estimated-genetrees/2X-200-500,RD, 12,5338
37-taxon,estimated-genetrees/2X-200-500,MP, 12,7704
37-taxon,estimated-genetrees/2X-200-500,MV, 12,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 13,7701
37-taxon,estimated-genetrees/2X-200-500,RAND, 13,5333
37-taxon,estimated-genetrees/2X-200-500,RD, 13,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 13,7767
37-taxon,estimated-genetrees/2X-200-500,MV, 13,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 14,7602
37-taxon,estimated-genetrees/2X-200-500,RAND, 14,5333
37-taxon,estimated-genetrees/2X-200-500,RD, 14,5296
37-taxon,estimated-genetrees/2X-200-500,MP, 14,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 14,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 15,7762
37-taxon,estimated-genetrees/2X-200-500,RAND, 15,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 15,5360
37-taxon,estimated-genetrees/2X-200-500,MP, 15,7762
37-taxon,estimated-genetrees/2X-200-500,MV, 15,7762
37-taxon,estimated-genetrees/2X-200-500,OG, 16,7767
37-taxon,estimated-genetrees/2X-200-500,RAND, 16,5357
37-taxon,estimated-genetrees/2X-200-500,RD, 16,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 16,7767
37-taxon,estimated-genetrees/2X-200-500,MV, 16,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 17,7759
37-taxon,estimated-genetrees/2X-200-500,RAND, 17,5357
37-taxon,estimated-genetrees/2X-200-500,RD, 17,5345
37-taxon,estimated-genetrees/2X-200-500,MP, 17,7759
37-taxon,estimated-genetrees/2X-200-500,MV, 17,7759
37-taxon,estimated-genetrees/2X-200-500,OG, 18,7701
37-taxon,estimated-genetrees/2X-200-500,RAND, 18,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 18,5359
37-taxon,estimated-genetrees/2X-200-500,MP, 18,7701
37-taxon,estimated-genetrees/2X-200-500,MV, 18,7767
37-taxon,estimated-genetrees/2X-200-500,OG, 19,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 19,5360
37-taxon,estimated-genetrees/2X-200-500,RD, 19,5360
37-taxon,estimated-genetrees/2X-200-500,MP, 19,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 19,7770
37-taxon,estimated-genetrees/2X-200-500,OG, 20,7770
37-taxon,estimated-genetrees/2X-200-500,RAND, 20,5357
37-taxon,estimated-genetrees/2X-200-500,RD, 20,5333
37-taxon,estimated-genetrees/2X-200-500,MP, 20,7770
37-taxon,estimated-genetrees/2X-200-500,MV, 20,7770
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 1,14290
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 1,9062
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 1,8656
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 1,12776
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 1,10782
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 2,15860
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 2,10261
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 2,8594
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 2,12451
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 2,10637
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 3,15497
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 3,9059
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 3,5964
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 3,12473
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 3,10668
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 4,15117
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 4,9887
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 4,8582
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 4,12491
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 4,10727
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 5,16148
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 5,9255
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 5,6082
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 5,12492
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 5,10658
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 6,16057
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 6,9131
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 6,8706
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 6,12650
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 6,10803
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 7,14506
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 7,9400
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 7,8781
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 7,12744
48-taxon,estimated-genetrees/0.5X-1000-500,MV, 7,10864
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 8,15936
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 8,9871
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 8,8788
48-taxon,estimated-genetrees/0.5X-1000-500,MP, 8,
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 9,15189
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 9,9924
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 9,8535
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 10,16377
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 10,9903
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 10,6096
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 11,14835
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 11,9233
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 11,8666
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 12,15787
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 12,9089
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 12,8656
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 13,15149
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 13,9344
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 13,6093
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 14,15614
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 14,9081
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 14,8651
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 15,15038
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 15,9231
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 15,8648
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 16,15964
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 16,9007
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 16,6117
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 17,14515
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 17,9464
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 17,6270
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 18,14932
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 18,10064
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 18,8682
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 19,15172
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 19,8920
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 19,6121
48-taxon,estimated-genetrees/0.5X-1000-500,OG, 20,15772
48-taxon,estimated-genetrees/0.5X-1000-500,RAND, 20,9049
48-taxon,estimated-genetrees/0.5X-1000-500,RD, 20,8652
48-taxon,estimated-genetrees/1X-25-500,OG, 1,14482
48-taxon,estimated-genetrees/1X-25-500,RAND, 1,8811
48-taxon,estimated-genetrees/1X-25-500,RD, 1,8155
48-taxon,estimated-genetrees/1X-25-500,OG, 2,13134
48-taxon,estimated-genetrees/1X-25-500,RAND, 2,9487
48-taxon,estimated-genetrees/1X-25-500,RD, 2,9007
48-taxon,estimated-genetrees/1X-25-500,OG, 3,13328
48-taxon,estimated-genetrees/1X-25-500,RAND, 3,8518
48-taxon,estimated-genetrees/1X-25-500,RD, 3,8929
48-taxon,estimated-genetrees/1X-25-500,OG, 4,12810
48-taxon,estimated-genetrees/1X-25-500,RAND, 4,10212
48-taxon,estimated-genetrees/1X-25-500,RD, 4,9086
48-taxon,estimated-genetrees/1X-25-500,OG, 5,12969
48-taxon,estimated-genetrees/1X-25-500,RAND, 5,8777
48-taxon,estimated-genetrees/1X-25-500,RD, 5,4780
48-taxon,estimated-genetrees/1X-25-500,OG, 6,14188
48-taxon,estimated-genetrees/1X-25-500,RAND, 6,8788
48-taxon,estimated-genetrees/1X-25-500,RD, 6,9038
48-taxon,estimated-genetrees/1X-25-500,OG, 7,13524
48-taxon,estimated-genetrees/1X-25-500,RAND, 7,8908
48-taxon,estimated-genetrees/1X-25-500,RD, 7,8481
48-taxon,estimated-genetrees/1X-25-500,OG, 8,13106
48-taxon,estimated-genetrees/1X-25-500,RAND, 8,12746
48-taxon,estimated-genetrees/1X-25-500,RD, 8,10359
48-taxon,estimated-genetrees/1X-25-500,OG, 9,12518
48-taxon,estimated-genetrees/1X-25-500,RAND, 9,8745
48-taxon,estimated-genetrees/1X-25-500,RD, 9,9000
48-taxon,estimated-genetrees/1X-25-500,OG, 10,13383
48-taxon,estimated-genetrees/1X-25-500,RAND, 10,9457
48-taxon,estimated-genetrees/1X-25-500,RD, 10,5479
48-taxon,estimated-genetrees/1X-25-500,OG, 11,13440
48-taxon,estimated-genetrees/1X-25-500,RAND, 11,10363
48-taxon,estimated-genetrees/1X-25-500,RD, 11,5614
48-taxon,estimated-genetrees/1X-25-500,OG, 12,12597
48-taxon,estimated-genetrees/1X-25-500,RAND, 12,9523
48-taxon,estimated-genetrees/1X-25-500,RD, 12,8979
48-taxon,estimated-genetrees/1X-25-500,OG, 13,13286
48-taxon,estimated-genetrees/1X-25-500,RAND, 13,8985
48-taxon,estimated-genetrees/1X-25-500,RD, 13,8789
48-taxon,estimated-genetrees/1X-25-500,OG, 14,12589
48-taxon,estimated-genetrees/1X-25-500,RAND, 14,8711
48-taxon,estimated-genetrees/1X-25-500,RD, 14,9572
48-taxon,estimated-genetrees/1X-25-500,OG, 15,13089
48-taxon,estimated-genetrees/1X-25-500,RAND, 15,9677
48-taxon,estimated-genetrees/1X-25-500,RD, 15,5514
48-taxon,estimated-genetrees/1X-25-500,OG, 16,13864
48-taxon,estimated-genetrees/1X-25-500,RAND, 16,10251
48-taxon,estimated-genetrees/1X-25-500,RD, 16,8725
48-taxon,estimated-genetrees/1X-25-500,OG, 17,12691
48-taxon,estimated-genetrees/1X-25-500,RAND, 17,9692
48-taxon,estimated-genetrees/1X-25-500,RD, 17,8634
48-taxon,estimated-genetrees/1X-25-500,OG, 18,12810
48-taxon,estimated-genetrees/1X-25-500,RAND, 18,8937
48-taxon,estimated-genetrees/1X-25-500,RD, 18,5908
48-taxon,estimated-genetrees/1X-25-500,OG, 19,13016
48-taxon,estimated-genetrees/1X-25-500,RAND, 19,8562
48-taxon,estimated-genetrees/1X-25-500,RD, 19,9097
48-taxon,estimated-genetrees/1X-25-500,OG, 20,13191
48-taxon,estimated-genetrees/1X-25-500,RAND, 20,8194
48-taxon,estimated-genetrees/1X-25-500,RD, 20,5656
48-taxon,estimated-genetrees/1X-50-500,OG, 1,13529
48-taxon,estimated-genetrees/1X-50-500,RAND, 1,9285
48-taxon,estimated-genetrees/1X-50-500,RD, 1,5517
48-taxon,estimated-genetrees/1X-50-500,OG, 2,12607
48-taxon,estimated-genetrees/1X-50-500,RAND, 2,12346
48-taxon,estimated-genetrees/1X-50-500,RD, 2,9384
48-taxon,estimated-genetrees/1X-50-500,OG, 3,13355
48-taxon,estimated-genetrees/1X-50-500,RAND, 3,9546
48-taxon,estimated-genetrees/1X-50-500,RD, 3,8867
48-taxon,estimated-genetrees/1X-50-500,OG, 4,13797
48-taxon,estimated-genetrees/1X-50-500,RAND, 4,8859
48-taxon,estimated-genetrees/1X-50-500,RD, 4,8854
48-taxon,estimated-genetrees/1X-50-500,OG, 5,13291
48-taxon,estimated-genetrees/1X-50-500,RAND, 5,8197
48-taxon,estimated-genetrees/1X-50-500,RD, 5,6266
48-taxon,estimated-genetrees/1X-50-500,OG, 6,13531
48-taxon,estimated-genetrees/1X-50-500,RAND, 6,9050
48-taxon,estimated-genetrees/1X-50-500,RD, 6,9007
48-taxon,estimated-genetrees/1X-50-500,OG, 7,13103
48-taxon,estimated-genetrees/1X-50-500,RAND, 7,9042
48-taxon,estimated-genetrees/1X-50-500,RD, 7,8484
48-taxon,estimated-genetrees/1X-50-500,OG, 8,14236
48-taxon,estimated-genetrees/1X-50-500,RAND, 8,8835
48-taxon,estimated-genetrees/1X-50-500,RD, 8,8679
